rouge-1 r,rouge-1 p,rouge-1 f,rouge-2 r,rouge-2 p,rouge-2 f,rouge-l r,rouge-l p,rouge-l f
0.6029411764705882,0.23426573426573427,0.3085592404695935,0.5,0.1,0.16666666527777782,0.5735294117647058,0.20396270396270394,0.2787084942009368
